Year,StateAbbr,StateDesc,CountyName,CountyFIPS,TractFIPS,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,States,Counties
2020,NC,North Carolina,Forsyth,37067,37067000801,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.9,,,1.7,2.2,3062,POINT (-80.22775235 36.08577423),37067000801,HLTHOUT,STROKE,CrdPrv,Stroke,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003308,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,8,,,7.3,8.7,7880,POINT (-80.12918949 36.09328815),37067003308,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002804,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.9,,,8.6,9.3,4150,POINT (-80.31211305 36.18441106),37067002804,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001300,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.7,,,16.4,20.3,4535,POINT (-80.27617771 36.12959564),37067001300,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000500,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,17.8,,,16.3,19.5,2391,POINT (-80.22807063 36.11748629),37067000500,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002603,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,11.6,,,9.5,13.9,6553,POINT (-80.31761918 36.13376913),37067002603,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003905,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,14.8,,,12.5,17.4,3607,POINT (-80.32526058 36.08948295),37067003905,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001500,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,69.9,,,67.3,72.3,4095,POINT (-80.23983926 36.15171466),37067001500,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003003,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.7,,,6,7.5,3272,POINT (-80.15251389 36.13331849),37067003003,HLTHOUT,COPD,CrdPrv,COPD,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002502,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,82.4,,,81.8,82.9,2770,POINT (-80.29912085 36.09940446),37067002502,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003108,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,16.7,,,15.5,17.8,3495,POINT (-80.05234686 36.15036202),37067003108,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002604,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,16.8,,,14.7,19.3,6441,POINT (-80.33688147 36.14914804),37067002604,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002904,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,30.9,,,30.1,31.8,2151,POINT (-80.18242779 36.21682825),37067002904,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003903,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.2,,,9.8,10.7,4477,POINT (-80.32389444 36.07881572),37067003903,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003702,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.5,,,83.7,87,4514,POINT (-80.27851785 36.03775384),37067003702,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004007,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,88.8,,,87.7,89.7,7104,POINT (-80.4541356 36.06780171),37067004007,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004102,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,21.2,,,19.1,23.1,3256,POINT (-80.41655399 36.17131266),37067004102,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,2337
2019,NC,North Carolina,Forsyth,37067,37067004012,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,88.1,,,87.7,88.5,5611,POINT (-80.38568698 36.05872572),37067004012,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002701,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,13.3,,,12.8,13.7,5864,POINT (-80.30932926 36.16277665),37067002701,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004012,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,5.6,,,4.6,6.6,5611,POINT (-80.38568698 36.05872572),37067004012,HLTHOUT,COPD,CrdPrv,COPD,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002702,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,23.7,,,16.2,33.7,5675,POINT (-80.27692647 36.16200929),37067002702,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003404,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,80.2,,,79.3,81,3917,POINT (-80.19153925 36.0670674),37067003404,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001500,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.5,,,4.1,4.9,4095,POINT (-80.23983926 36.15171466),37067001500,HLTHOUT,STROKE,CrdPrv,Stroke,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002808,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,79.7,,,76.3,82.7,3531,POINT (-80.3193267 36.23878572),37067002808,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002801,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.7,,,8.9,10.5,4236,POINT (-80.39405888 36.22614831),37067002801,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002808,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,52.8,,,47.2,58.4,3531,POINT (-80.3193267 36.23878572),37067002808,PREVENT,COREM,CrdPrv,Core preventive services for older men,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000100,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,51.4,,,44.1,58.1,2052,POINT (-80.2468533 36.09765376),37067000100,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000700,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,9,,,8.1,10,1764,POINT (-80.23109571 36.09824121),37067000700,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002804,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20.9,,,19.9,21.9,4150,POINT (-80.31211305 36.18441106),37067002804,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000400,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,5,,,4.6,5.4,3251,POINT (-80.24190229 36.120282),37067000400,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003314,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.1,,,5.8,6.4,3171,POINT (-80.05497862 36.06733777),37067003314,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,2337
2019,NC,North Carolina,Forsyth,37067,37067002603,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,75.9,,,74.7,77,6553,POINT (-80.31761918 36.13376913),37067002603,PREVENT,BPMED,CrdPrv,Taking BP Medication,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003909,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,4.5,,,3.7,5.6,4356,POINT (-80.34762093 36.0959267),37067003909,HLTHOUT,COPD,CrdPrv,COPD,37,2337
2019,NC,North Carolina,Forsyth,37067,37067000700,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,48.6,,,47.1,50,1764,POINT (-80.23109571 36.09824121),37067000700,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002702,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73.9,,,72.2,75.7,5675,POINT (-80.27692647 36.16200929),37067002702,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004013,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9.3,,,8.7,9.9,3083,POINT (-80.39616926 36.03375437),37067004013,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001100,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.8,,,2.6,2.9,2254,POINT (-80.26221307 36.09504854),37067001100,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004104,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,9.8,,,8.4,11.4,3429,POINT (-80.37297472 36.16789211),37067004104,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003004,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,89.7,,,89.5,90,3618,POINT (-80.12850447 36.11908004),37067003004,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003003,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.4,,,21.5,23.4,3272,POINT (-80.15251389 36.13331849),37067003003,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002601,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,88.9,,,86.7,90.8,2481,POINT (-80.29653307 36.12099139),37067002601,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003107,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,53.5,,,47.3,59,4391,POINT (-80.09135888 36.14918049),37067003107,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004009,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,56.6,,,50.4,62.5,3802,POINT (-80.44581606 36.11152481),37067004009,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002604,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,14.5,,,12.2,17,6441,POINT (-80.33688147 36.14914804),37067002604,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000801,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,26,,,22.9,29.9,3062,POINT (-80.22775235 36.08577423),37067000801,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002904,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,49.6,,,45.5,53.5,2151,POINT (-80.18242779 36.21682825),37067002904,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002903,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20,,,18.4,21.9,3828,POINT (-80.20288339 36.16997211),37067002903,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004011,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.5,,,2.4,2.7,5645,POINT (-80.39294077 36.08837501),37067004011,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002806,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,23.8,,,21.7,26.1,3274,POINT (-80.27603062 36.18639574),37067002806,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003310,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9.1,,,8.5,9.7,4061,POINT (-80.15049361 36.07676397),37067003310,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001800,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,49.4,,,46,53.1,4207,POINT (-80.20878797 36.07748107),37067001800,PREVENT,DENTAL,CrdPrv,Dental Visit,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003108,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21,,,18.3,23.6,3495,POINT (-80.05234686 36.15036202),37067003108,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002903,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.8,,,9.5,10.2,3828,POINT (-80.20288339 36.16997211),37067002903,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2019,NC,North Carolina,Forsyth,37067,37067002100,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,32,,,30.4,33.4,2151,POINT (-80.28521372 36.07447023),37067002100,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003805,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,13.7,,,8.4,20.3,5573,POINT (-80.32271014 36.06428965),37067003805,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,2337
2019,NC,North Carolina,Forsyth,37067,37067000301,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,50.5,,,48.9,52,1799,POINT (-80.25301013 36.11101159),37067000301,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003307,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,8.6,,,8,9.3,3405,POINT (-80.10183262 36.1026448),37067003307,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003908,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,93,,,92.9,93.1,3085,POINT (-80.33648197 36.11261823),37067003908,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000302,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,35.4,,,27.6,43.6,1859,POINT (-80.25651421 36.11934205),37067000302,PREVENT,COREM,CrdPrv,Core preventive services for older men,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003904,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.8,,,5.3,6.2,5907,POINT (-80.35496008 36.06964182),37067003904,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003103,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,7.8,,,7.2,8.5,5468,POINT (-80.07657309 36.18365292),37067003103,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003702,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,51,,,43.7,58,4514,POINT (-80.27851785 36.03775384),37067003702,PREVENT,COREM,CrdPrv,Core preventive services for older men,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002002,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.2,,,13.4,14.9,3072,POINT (-80.25199012 36.0542286),37067002002,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002801,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.3,,,10.2,12.6,4236,POINT (-80.39405888 36.22614831),37067002801,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001901,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,26.8,,,26.1,27.5,1549,POINT (-80.22677871 36.06489855),37067001901,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003311,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,30.7,,,29.9,31.5,1926,POINT (-80.12891868 36.06085301),37067003311,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003309,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.9,,,83.6,86.1,4956,POINT (-80.17945558 36.09222425),37067003309,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003308,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,28.1,,,27.3,28.8,7880,POINT (-80.12918949 36.09328815),37067003308,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003804,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.4,,,8,8.7,4100,POINT (-80.32104682 36.03855459),37067003804,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003403,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,33.8,,,29,38.6,3412,POINT (-80.18242287 36.05623927),37067003403,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003403,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,22.4,,,19.6,25.3,3412,POINT (-80.18242287 36.05623927),37067003403,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002502,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,12.7,,,11.1,14.6,2770,POINT (-80.29912085 36.09940446),37067002502,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,2337
